"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 06 13:30:53 GMT 2022","Tue Dec 06 13:30:53 GMT 2022","406","","tapper.tests.keeper_e2e._7_modificator._7_1_PaidPartPayTest","","tapper.tests.keeper_e2e._7_modificator._7_1_PaidPartPayTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Tue Dec 06 13:20:13 GMT 2022","Tue Dec 06 13:20:26 GMT 2022","12503","","tapper.tests.keeper_e2e._6_waiter._6_1_VerifiedFullNoCardNoScTest","","tapper.tests.keeper_e2e._6_waiter._6_1_VerifiedFullNoCardNoScTest","openAndCheck","2. Открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"passed","Tue Dec 06 13:04:38 GMT 2022","Tue Dec 06 13:04:47 GMT 2022","9541","","tapper.tests.keeper_e2e._1_partialPayment._2_3_NoTipsNoScTest","","tapper.tests.keeper_e2e._1_partialPayment._2_3_NoTipsNoScTest","checkPayment","6. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"passed","Tue Dec 06 13:19:55 GMT 2022","Tue Dec 06 13:20:13 GMT 2022","18072","","tapper.tests.keeper_e2e._6_waiter._6_1_VerifiedFullNoCardNoScTest","","tapper.tests.keeper_e2e._6_waiter._6_1_VerifiedFullNoCardNoScTest","createAndFillOrder","1. Создание заказа в r_keeper",""
"passed","Tue Dec 06 12:57:56 GMT 2022","Tue Dec 06 12:58:07 GMT 2022","10872","","tapper.tests.keeper_e2e._2_fullPayment._1_4_NoTipsNoScTest","","tapper.tests.keeper_e2e._2_fullPayment._1_4_NoTipsNoScTest","openAndCheck","2. Открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"passed","Tue Dec 06 12:50:24 GMT 2022","Tue Dec 06 12:50:33 GMT 2022","9358","","tapper - переход на пустой стол, создание заказа на кассе, появление заказа в таппере","","tapper.tests.keeper_e2e._0_common._0_1_TapperOrderAppearsWhenCreatedInKeeperTest","openAndCheck","1. Открытие стола",""
"passed","Tue Dec 06 12:52:55 GMT 2022","Tue Dec 06 12:52:56 GMT 2022","200","","tapper.tests.keeper_e2e._3_tips._0_5_CheckDefaultTipsLogicBySumTest","","tapper.tests.keeper_e2e._3_tips._0_5_CheckDefaultTipsLogicBySumTest","checkSumTipsSC","1.3. Проверка суммы, чаевых, сервисного сбора, нельзя поделиться счетом т.к. одно блюдо",""
"passed","Tue Dec 06 13:29:08 GMT 2022","Tue Dec 06 13:29:15 GMT 2022","7010","","tapper.tests.keeper_e2e._7_modificator._7_0_PaidFullPayTest","","tapper.tests.keeper_e2e._7_modificator._7_0_PaidFullPayTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Tue Dec 06 13:16:31 GMT 2022","Tue Dec 06 13:16:50 GMT 2022","18895","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","createAndFillOrder","1.0. Создание заказа в r_keeper",""
"passed","Tue Dec 06 13:08:59 GMT 2022","Tue Dec 06 13:09:19 GMT 2022","20726","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_3_AddAndPartTest","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_3_AddAndPartTest","chooseDishesAndCheckAfterDivided","1.6. Выбираем рандомно блюда, проверяем все суммы и условия, без чая, но с СБ",""
"failed","Tue Dec 06 12:56:36 GMT 2022","Tue Dec 06 12:56:40 GMT 2022","4250","","tapper.tests.keeper_e2e._2_fullPayment._1_2_TipsNoScTest","","tapper.tests.keeper_e2e._2_fullPayment._1_2_TipsNoScTest","checkPayment","6. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"passed","Tue Dec 06 12:58:24 GMT 2022","Tue Dec 06 12:58:31 GMT 2022","6537","","tapper.tests.keeper_e2e._2_fullPayment._1_4_NoTipsNoScTest","","tapper.tests.keeper_e2e._2_fullPayment._1_4_NoTipsNoScTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Tue Dec 06 13:21:25 GMT 2022","Tue Dec 06 13:21:32 GMT 2022","7719","","tapper.tests.keeper_e2e._6_waiter._6_2_VerifiedPartNoCardNoScTest","","tapper.tests.keeper_e2e._6_waiter._6_2_VerifiedPartNoCardNoScTest","chooseDishesAndCheckAfterDivided","3. Выбираем рандомно блюда, проверяем все суммы и условия, проверяем что после шаринга выбранные позиции в ожидаются",""
"passed","Tue Dec 06 13:06:26 GMT 2022","Tue Dec 06 13:06:38 GMT 2022","11689","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_1_AddAndFullTest","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_1_AddAndFullTest","openAndCheck","2. Открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"passed","Tue Dec 06 13:23:40 GMT 2022","Tue Dec 06 13:23:42 GMT 2022","2429","","tapper.tests.keeper_e2e._6_waiter._6_4_NonVerifiedFullNoCardWithScTest","","tapper.tests.keeper_e2e._6_waiter._6_4_NonVerifiedFullNoCardWithScTest","checkSumTipsSC","3. Проверка суммы, отсутствия чаевых, корректности сервисного сбора",""
"passed","Tue Dec 06 13:13:03 GMT 2022","Tue Dec 06 13:13:16 GMT 2022","12980","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_6_RemoveAfterPartAndPartTest","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_6_RemoveAfterPartAndPartTest","openAndCheck","1.2. Открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"passed","Tue Dec 06 13:26:58 GMT 2022","Tue Dec 06 13:26:58 GMT 2022","261","","tapper.tests.keeper_e2e._6_waiter._6_7_NonVerifiedPartNoCardScTest","","tapper.tests.keeper_e2e._6_waiter._6_7_NonVerifiedPartNoCardScTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Tue Dec 06 13:30:53 GMT 2022","Tue Dec 06 13:31:05 GMT 2022","11940","","tapper.tests.keeper_e2e._7_modificator._7_1_PaidPartPayTest","","tapper.tests.keeper_e2e._7_modificator._7_1_PaidPartPayTest","payAndGoToAcquiring","5. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
"passed","Tue Dec 06 13:22:40 GMT 2022","Tue Dec 06 13:22:40 GMT 2022","269","","tapper.tests.keeper_e2e._6_waiter._6_3_VerifiedPartNoCardWithScTest","","tapper.tests.keeper_e2e._6_waiter._6_3_VerifiedPartNoCardWithScTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Tue Dec 06 12:51:58 GMT 2022","Tue Dec 06 12:52:16 GMT 2022","18619","","keeper - открытие стола у двух гостей, второй гость выбирает и отменяет позиции, у первого не должно быть заблокировано для оплаты","","tapper.tests.keeper_e2e._0_common._0_7_ChosenDishesAreAvailableInAnotherGuestAfterCancelingTest","chooseDishesByAnotherGuest","5. Выбираем рандомно блюда и отменяем их",""
"passed","Tue Dec 06 12:53:34 GMT 2022","Tue Dec 06 12:53:35 GMT 2022","1262","","tapper.tests.keeper_e2e._3_tips._0_5_CheckDefaultTipsLogicBySumTest","","tapper.tests.keeper_e2e._3_tips._0_5_CheckDefaultTipsLogicBySumTest","addDishesWith3rdOption","1.7. Добавляем еще одно блюдо в заказ",""
"passed","Tue Dec 06 13:21:32 GMT 2022","Tue Dec 06 13:21:33 GMT 2022","165","","tapper.tests.keeper_e2e._6_waiter._6_2_VerifiedPartNoCardNoScTest","","tapper.tests.keeper_e2e._6_waiter._6_2_VerifiedPartNoCardNoScTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Tue Dec 06 13:17:23 GMT 2022","Tue Dec 06 13:17:25 GMT 2022","1592","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","savePaymentDataAndGoToAcquiring","1.6. Переключаемся на первого гостя",""
"passed","Tue Dec 06 13:17:23 GMT 2022","Tue Dec 06 13:17:23 GMT 2022","8","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","switchBackTo1Guest","1.5. Переключаемся на первого гостя",""
"passed","Tue Dec 06 12:54:17 GMT 2022","Tue Dec 06 12:54:36 GMT 2022","19752","","tapper.tests.keeper_e2e._3_tips._0_5_CheckDefaultTipsLogicBySumTest","","tapper.tests.keeper_e2e._3_tips._0_5_CheckDefaultTipsLogicBySumTest","setScAndCheckTipsWith5thOption","2.2. Проверяем 5 опцию чаевых",""
"passed","Tue Dec 06 13:25:41 GMT 2022","Tue Dec 06 13:25:50 GMT 2022","9206","","tapper.tests.keeper_e2e._6_waiter._6_6_NonVerifiedPartNoCardNoScTest","","tapper.tests.keeper_e2e._6_waiter._6_6_NonVerifiedPartNoCardNoScTest","chooseDishesAndCheckAfterDivided","3. Выбираем рандомно блюда, проверяем все суммы и условия, проверяем что после шаринга выбранные позиции в ожидаются",""
"passed","Tue Dec 06 13:22:21 GMT 2022","Tue Dec 06 13:22:33 GMT 2022","12133","","tapper.tests.keeper_e2e._6_waiter._6_3_VerifiedPartNoCardWithScTest","","tapper.tests.keeper_e2e._6_waiter._6_3_VerifiedPartNoCardWithScTest","openAndCheck","2. Открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"passed","Tue Dec 06 13:00:25 GMT 2022","Tue Dec 06 13:00:25 GMT 2022","337","","tapper.tests.keeper_e2e._1_partialPayment._2_0_TipsScTest","","tapper.tests.keeper_e2e._1_partialPayment._2_0_TipsScTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Tue Dec 06 13:01:44 GMT 2022","Tue Dec 06 13:01:45 GMT 2022","353","","tapper.tests.keeper_e2e._1_partialPayment._2_1_TipsNoScTest","","tapper.tests.keeper_e2e._1_partialPayment._2_1_TipsNoScTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Tue Dec 06 13:16:50 GMT 2022","Tue Dec 06 13:17:02 GMT 2022","12028","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","openAndCheck","1.1. Открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"passed","Tue Dec 06 13:03:50 GMT 2022","Tue Dec 06 13:03:54 GMT 2022","3688","","tapper.tests.keeper_e2e._1_partialPayment._2_3_NoTipsNoScTest","","tapper.tests.keeper_e2e._1_partialPayment._2_3_NoTipsNoScTest","createAndFillOrder","1. Создание заказа в r_keeper",""
"failed","Tue Dec 06 13:15:27 GMT 2022","Tue Dec 06 13:15:44 GMT 2022","17151","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_7_AddAndRemoveFullTest","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_7_AddAndRemoveFullTest","closeOrder","8. Закрываем заказ, очищаем кассу",""
"failed","Tue Dec 06 13:33:00 GMT 2022","Tue Dec 06 13:33:04 GMT 2022","4312","","tapper.tests.keeper_e2e._8_discount._8_1_PartPayAddDiscountTest","","tapper.tests.keeper_e2e._8_discount._8_1_PartPayAddDiscountTest","payAndGoToAcquiringAfterAddedDiscount","1.8. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
"passed","Tue Dec 06 12:57:30 GMT 2022","Tue Dec 06 12:57:36 GMT 2022","5667","","tapper.tests.keeper_e2e._2_fullPayment._1_3_NoTipsScTest","","tapper.tests.keeper_e2e._2_fullPayment._1_3_NoTipsScTest","payAndGoToAcquiring","5. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
