"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Nov 18 11:10:40 GMT 2022","Fri Nov 18 11:10:40 GMT 2022","2","","keeper - частичная оплата - обычные позиции - без чая + сбор","","tapper.tests.e2e._2_2_PartPayNoTipScTest","closeOrder","7. Закрываем заказ, очищаем кассу",""
"broken","Fri Nov 18 11:05:48 GMT 2022","Fri Nov 18 11:05:48 GMT 2022","10","","Общая функциональность таппера","","tapper.tests.e2e._0_0_AllElementsTest","leaveReview","2.8. Оставляем отзыв",""
"broken","Fri Nov 18 11:05:47 GMT 2022","Fri Nov 18 11:05:47 GMT 2022","113","","Общая функциональность таппера","","tapper.tests.e2e._0_0_AllElementsTest","isDishListNotEmptyAndVisible","1.5. Проверяем что стол не пустой и содержит заказ",""
"broken","Fri Nov 18 11:12:40 GMT 2022","Fri Nov 18 11:12:40 GMT 2022","2","","keeper - частичная и полная оплата, разделяя счёт по позиции в 2 заказа - обычные позиции - чай+сбор","","tapper.tests.e2e._2_4_PartAndFullPayTipScTest","checkPayment","6. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"broken","Fri Nov 18 11:08:38 GMT 2022","Fri Nov 18 11:08:38 GMT 2022","170","","keeper - частичная оплата, делимся ссылкой, оплачиваем всё - обычные позиции - чай+сбор","","tapper.tests.e2e._1_3_DivideCheckAndFullPayTest","openAndCheck","2. Проверяем работу всех активных элементов на странице",""
"broken","Fri Nov 18 11:06:38 GMT 2022","Fri Nov 18 11:06:38 GMT 2022","11","","keeper - полная оплата по кнопке 'Оплатить' - обычные позиции - чай+сбор - карта - отзыв","","tapper.tests.e2e._1_1_FullPayTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"broken","Fri Nov 18 11:12:40 GMT 2022","Fri Nov 18 11:12:40 GMT 2022","2","","keeper - частичная и полная оплата, разделяя счёт по позиции в 2 заказа - обычные позиции - чай+сбор","","tapper.tests.e2e._2_4_PartAndFullPayTipScTest","payTillEnd","7. Разделяем счёт, оплачиваем оставшиеся позиции",""
"broken","Fri Nov 18 11:11:38 GMT 2022","Fri Nov 18 11:11:40 GMT 2022","2003","","keeper - частичная оплата - обычные позиции - без чая и бес сбора","","tapper.tests.e2e._2_3_PartPayNoTipNoScTest","checkSumTipsSC","3. Выбираем рандомно блюда, проверяем все суммы и условия, оплачиваем",""
"broken","Fri Nov 18 11:05:48 GMT 2022","Fri Nov 18 11:05:48 GMT 2022","6","","Общая функциональность таппера","","tapper.tests.e2e._0_0_AllElementsTest","isTableEmpty","2.9. Проверяем что стол освободился",""
"skipped","Fri Nov 18 11:05:47 GMT 2022","Fri Nov 18 11:05:47 GMT 2022","0","","Общая функциональность таппера","","tapper.tests.e2e._0_0_AllElementsTest","isStartScreenShown","1.4. Проверяем анимацию\картинку при загрузке стола",""
"broken","Fri Nov 18 11:09:40 GMT 2022","Fri Nov 18 11:09:40 GMT 2022","3","","keeper - частичная оплата - обычные позиции - чай+сбор - карта","","tapper.tests.e2e._2_1_PartPayTipSсTest","closeOrder","7. Закрываем заказ, очищаем кассу",""
"broken","Fri Nov 18 11:08:40 GMT 2022","Fri Nov 18 11:08:40 GMT 2022","6","","keeper - частичная оплата, делимся ссылкой, оплачиваем всё - обычные позиции - чай+сбор","","tapper.tests.e2e._1_3_DivideCheckAndFullPayTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"broken","Fri Nov 18 11:06:38 GMT 2022","Fri Nov 18 11:06:38 GMT 2022","2","","keeper - полная оплата по кнопке 'Оплатить' - обычные позиции - чай+сбор - карта - отзыв","","tapper.tests.e2e._1_1_FullPayTest","finishOrder","7. Закрываем заказ",""
"passed","Fri Nov 18 11:05:31 GMT 2022","Fri Nov 18 11:05:38 GMT 2022","6808","","Общая функциональность таппера","","tapper.tests.e2e._0_0_AllElementsTest","createAndFillOrder","1.1 Создание заказа в r_keeper",""
"broken","Fri Nov 18 11:11:38 GMT 2022","Fri Nov 18 11:11:38 GMT 2022","185","","keeper - частичная оплата - обычные позиции - без чая и бес сбора","","tapper.tests.e2e._2_3_PartPayNoTipNoScTest","openAndCheck","2. Проверяем работу всех активных элементов на странице, проверка блюд на кассе и в таппере",""
"broken","Fri Nov 18 11:05:48 GMT 2022","Fri Nov 18 11:05:48 GMT 2022","11","","Общая функциональность таппера","","tapper.tests.e2e._0_0_AllElementsTest","isPaymentButtonShown","2.0. Проверяем что кнопка оплатить есть и работает корректно",""
"passed","Fri Nov 18 11:09:40 GMT 2022","Fri Nov 18 11:10:38 GMT 2022","57745","","keeper - частичная оплата - обычные позиции - без чая + сбор","","tapper.tests.e2e._2_2_PartPayNoTipScTest","createAndFillOrder","1. Создание заказа в r_keeper",""
"broken","Fri Nov 18 11:09:40 GMT 2022","Fri Nov 18 11:09:40 GMT 2022","2","","keeper - частичная оплата - обычные позиции - чай+сбор - карта","","tapper.tests.e2e._2_1_PartPayTipSсTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"passed","Fri Nov 18 11:13:42 GMT 2022","Fri Nov 18 11:14:42 GMT 2022","60022","","E2E","","tapper.tests.DebugTests","test","create and fill",""
"passed","Fri Nov 18 11:11:40 GMT 2022","Fri Nov 18 11:12:38 GMT 2022","57766","","keeper - частичная и полная оплата, разделяя счёт по позиции в 2 заказа - обычные позиции - чай+сбор","","tapper.tests.e2e._2_4_PartAndFullPayTipScTest","createAndFillOrder","1. Создание заказа в r_keeper",""
"broken","Fri Nov 18 11:06:38 GMT 2022","Fri Nov 18 11:06:38 GMT 2022","12","","keeper - полная оплата по кнопке 'Оплатить' - обычные позиции - чай+сбор - карта - отзыв","","tapper.tests.e2e._1_1_FullPayTest","checkPayment","6. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"broken","Fri Nov 18 11:05:48 GMT 2022","Fri Nov 18 11:05:48 GMT 2022","2","","Общая функциональность таппера","","tapper.tests.e2e._0_0_AllElementsTest","isServiceChargeShown","2.2. Проверяем что кнопка сервисного сбора есть и работает корректно",""
"broken","Fri Nov 18 11:07:40 GMT 2022","Fri Nov 18 11:07:40 GMT 2022","7","","keeper - оплата, разделяя счёт по позиции до самого конца - обычные - чай+сбор","","tapper.tests.e2e._1_2_DivideAndPayTillEndTest","payAndGoToAcquiring","5. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
"broken","Fri Nov 18 11:07:38 GMT 2022","Fri Nov 18 11:07:38 GMT 2022","165","","keeper - оплата, разделяя счёт по позиции до самого конца - обычные - чай+сбор","","tapper.tests.e2e._1_2_DivideAndPayTillEndTest","openAndCheck","2. Проверяем работу всех активных элементов на странице",""
"broken","Fri Nov 18 11:09:40 GMT 2022","Fri Nov 18 11:09:40 GMT 2022","3","","keeper - частичная оплата - обычные позиции - чай+сбор - карта","","tapper.tests.e2e._2_1_PartPayTipSсTest","checkPayment","6. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"broken","Fri Nov 18 11:12:40 GMT 2022","Fri Nov 18 11:12:40 GMT 2022","10","","keeper - частичная и полная оплата, разделяя счёт по позиции в 2 заказа - обычные позиции - чай+сбор","","tapper.tests.e2e._2_4_PartAndFullPayTipScTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"skipped","Fri Nov 18 11:14:42 GMT 2022","Fri Nov 18 11:14:42 GMT 2022","0","","E2E","","tapper.tests.DebugTests","payOrder","pay order",""
"broken","Fri Nov 18 11:12:40 GMT 2022","Fri Nov 18 11:12:40 GMT 2022","7","","keeper - частичная и полная оплата, разделяя счёт по позиции в 2 заказа - обычные позиции - чай+сбор","","tapper.tests.e2e._2_4_PartAndFullPayTipScTest","payAndGoToAcquiring","5. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
"broken","Fri Nov 18 11:12:38 GMT 2022","Fri Nov 18 11:12:38 GMT 2022","167","","keeper - частичная и полная оплата, разделяя счёт по позиции в 2 заказа - обычные позиции - чай+сбор","","tapper.tests.e2e._2_4_PartAndFullPayTipScTest","openAndCheck","2. Проверяем работу всех активных элементов на странице, проверка блюд на кассе и в таппере",""
"broken","Fri Nov 18 11:05:48 GMT 2022","Fri Nov 18 11:05:48 GMT 2022","9","","Общая функциональность таппера","","tapper.tests.e2e._0_0_AllElementsTest","isCheckContainerShown","1.9. Проверяем что все элементы в блоке чека отображаются корректно",""
"broken","Fri Nov 18 11:05:48 GMT 2022","Fri Nov 18 11:05:48 GMT 2022","11","","Общая функциональность таппера","","tapper.tests.e2e._0_0_AllElementsTest","isShareButtonShown","2.1. Проверяем что кнопка поделиться счётом есть и работает корректно",""
"broken","Fri Nov 18 11:09:40 GMT 2022","Fri Nov 18 11:09:40 GMT 2022","4","","keeper - частичная оплата - обычные позиции - чай+сбор - карта","","tapper.tests.e2e._2_1_PartPayTipSсTest","payAndGoToAcquiring","5. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
"broken","Fri Nov 18 11:13:40 GMT 2022","Fri Nov 18 11:13:42 GMT 2022","2009","","keeper - частичная оплата когда разделили счёт - рандомные поз без скидки - чай+сбор","","tapper.tests.e2e._2_6_DivideCheckAndPartPayTest","chooseDishesForPay","4. Выбираем рандомно оставшиеся блюда для оплаты, проверяем все суммы, в том числе ожидаемых",""
"broken","Fri Nov 18 11:05:48 GMT 2022","Fri Nov 18 11:05:48 GMT 2022","10","","Общая функциональность таппера","","tapper.tests.e2e._0_0_AllElementsTest","isConfPolicyShown","2.3. Проверяем что кнопка политики конфиденциальности есть и работает корректно",""
"broken","Fri Nov 18 11:07:40 GMT 2022","Fri Nov 18 11:07:40 GMT 2022","4","","keeper - оплата, разделяя счёт по позиции до самого конца - обычные - чай+сбор","","tapper.tests.e2e._1_2_DivideAndPayTillEndTest","checkPayment","6. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"broken","Fri Nov 18 11:07:40 GMT 2022","Fri Nov 18 11:07:40 GMT 2022","2","","keeper - оплата, разделяя счёт по позиции до самого конца - обычные - чай+сбор","","tapper.tests.e2e._1_2_DivideAndPayTillEndTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"broken","Fri Nov 18 11:10:40 GMT 2022","Fri Nov 18 11:10:40 GMT 2022","2","","keeper - частичная оплата - обычные позиции - без чая + сбор","","tapper.tests.e2e._2_2_PartPayNoTipScTest","savePaymentDataForAcquiring","4. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"broken","Fri Nov 18 11:10:40 GMT 2022","Fri Nov 18 11:10:40 GMT 2022","1","","keeper - частичная оплата - обычные позиции - без чая + сбор","","tapper.tests.e2e._2_2_PartPayNoTipScTest","payAndGoToAcquiring","5. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
