"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Mar 03 17:25:00 GMT 2023","Fri Mar 03 17:25:16 GMT 2023","15430","","Частичная оплата с 1-го устройства и полная со 2-го устройства c чаевыми","","tapper.tests.keeper_e2e._5_sockets._6_0_PartAndFullPayTwoGuestTipsTest","checkPayment","1.7. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"passed","Fri Mar 03 15:06:28 GMT 2023","Fri Mar 03 15:06:31 GMT 2023","3039","","Частичная оплата на 1одном устройстве, и оплата оставшихся позиций на втором устройстве. У обоих должен быть пустой стол по окончанию","","tapper.tests.keeper_e2e._5_sockets._5_6_PartAndFullPayTwoGuestTest","switchBackTo1Guest","1.5. Переключаемся на первого гостя, сохраняем платежные данные",""
"broken","Fri Mar 03 17:54:31 GMT 2023","Fri Mar 03 17:54:31 GMT 2023","4","","Проверка категории Рассылка","","tapper.tests.support_personal_account.sending._21_0_TotalTest","sendMessageToAdmins","1.5. Отправляем письмо админам",""
"failed","Fri Mar 03 14:03:11 GMT 2023","Fri Mar 03 14:03:26 GMT 2023","15323","","Частичная оплата на 1одном устройстве, и проверка этих позиций на другом, затем полная оплата с проверками статусов у второго","","tapper.tests.keeper_e2e._5_sockets._5_4_PartAndFullPayCheckEveryStatusTest","checkPayment","1.7. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"passed","Fri Mar 03 13:37:56 GMT 2023","Fri Mar 03 13:38:06 GMT 2023","9978","","Частичная оплата на 1-м устройстве, позиции в статусе 'Оплачиваются', 'Оплачено' на 2-м устройстве","","tapper.tests.keeper_e2e._5_sockets._5_1_PartCheckEveryStatusTest","chooseDishesAndCheckAfterDivided","1.3. Выбираем рандомно блюда у первого гостя, проверяем все суммы и условия",""
"broken","Fri Mar 03 17:53:29 GMT 2023","Fri Mar 03 17:53:29 GMT 2023","221","","Заглушаем только один ресторан и проверяем все вариации заглушки","","tapper.tests.support_personal_account.lock._19_0_CertainRestaurantTest","authorizeUser","1.1. Авторизация в аккаунте техподдержке",""
"broken","Fri Mar 03 15:51:00 GMT 2023","Fri Mar 03 15:51:31 GMT 2023","30715","","Частичная оплата с 1-го устройства и полная со 2-го устройства  без сервисного сбора","","tapper.tests.keeper_e2e._5_sockets._5_7_PartAndFullPayTwoGuestNoSCTest","clearDataAndChoseAgain2Guest","2.3. Проверка сообщения в телеграмме",""
"broken","Fri Mar 03 14:19:52 GMT 2023","Fri Mar 03 14:39:52 GMT 2023","1200525","","Частичная оплата без чаевых","","tapper.tests.keeper_e2e._7_modificator._7_5_PartPayNoTipsTest","matchTgMsgDataAndTapperData","7. Проверка сообщения в телеграмме",""
"failed","Fri Mar 03 15:53:04 GMT 2023","Fri Mar 03 15:53:19 GMT 2023","15277","","Частичная оплата с 1-го устройства с комиссией со 2-го без комиссии","","tapper.tests.keeper_e2e._5_sockets._6_1_PartNoScAndFullScPayTwoGuestTest","checkPayment","1.7. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"broken","Fri Mar 03 17:52:00 GMT 2023","Fri Mar 03 17:52:16 GMT 2023","16596","","Проверка всех диапазонов, списка операций по фильтрации","","tapper.tests.admin_personal_account.operations_history._12_0_TotalTest","createAndFillOrder","1.0 Оплачиваем заказ на столе чтобы была хоть одна транзакция в истории операций",""
"passed","Fri Mar 03 16:38:19 GMT 2023","Fri Mar 03 16:38:23 GMT 2023","4207","","Частичная оплата с 1-го устройства и полная со 2-го устройства с сервисным сбором","","tapper.tests.keeper_e2e._5_sockets._5_8_PartAndFullPayTwoGuestSCTest","checkDisabledDishes","1.4. Проверяем у второго гостя что блюда в статусе Оплачиваются, которые первый гость выбрал",""
"broken","Fri Mar 03 16:29:39 GMT 2023","Fri Mar 03 16:29:39 GMT 2023","2","","Удаление скидки из заказа, полная оплата","","tapper.tests.keeper_e2e._8_discount._8_3_PartAndFullPayAfterRemovingDiscountTest","checkPaymentAfterDeletedDiscount","1.8. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"broken","Fri Mar 03 13:34:42 GMT 2023","Fri Mar 03 13:34:42 GMT 2023","4","","Официант не верифицирован, без привязанной карты, полная оплата + СБ","","tapper.tests.keeper_e2e._6_waiter._6_4_NonVerifiedFullNoCardWithScTest","checkPayment","5. Проверяем корректность оплаты, проверяем что транзакция в б2п соответствует оплате",""
"broken","Fri Mar 03 15:23:27 GMT 2023","Fri Mar 03 15:23:27 GMT 2023","3","","Частичная оплата со скидкой(целой)","","tapper.tests.keeper_e2e._8_discount._8_0_PartPayTest","payAndGoToAcquiring","5. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
"failed","Fri Mar 03 15:51:38 GMT 2023","Fri Mar 03 15:51:46 GMT 2023","7449","","Частичная оплата с 1-го устройства и полная со 2-го устройства  без сервисного сбора","","tapper.tests.keeper_e2e._5_sockets._5_7_PartAndFullPayTwoGuestNoSCTest","switchTo1GuestAndCheckPaidDishes","2.5. Проверяем у второго гостя что у него пустой стол",""
"broken","Fri Mar 03 17:51:52 GMT 2023","Fri Mar 03 17:51:52 GMT 2023","3","","Авторизация администратора,проверка всех статусов приглашения официанта","","tapper.tests.admin_personal_account.waiters._9_0_TotalTest","checkInvitationMail","1.6. Отправка приглашение на почту официанту",""
"broken","Fri Mar 03 15:00:29 GMT 2023","Fri Mar 03 15:00:29 GMT 2023","0","","Частичная оплата с чаевыми","","tapper.tests.keeper_e2e._7_modificator._7_6_PartPayTipsTest","","Частичная оплата с чаевыми",""
"failed","Fri Mar 03 17:01:26 GMT 2023","Fri Mar 03 17:02:02 GMT 2023","35957","","Частичная оплата с 1-го устройства и полная со 2-го устройства без чаевых","","tapper.tests.keeper_e2e._5_sockets._5_9_PartAndFullPayTwoGuestNoTipsTest","payAndGoToAcquiring","1.6. Переходим на эквайринг, вводим данные, оплачиваем заказ",""
"broken","Fri Mar 03 17:52:17 GMT 2023","Fri Mar 03 17:52:17 GMT 2023","2","","Проверка профиля, редактирование полей, смена пароля","","tapper.tests.admin_personal_account.profile._13_0_TotalTest","changeAdminPassword","1.5. Смена пароля админа",""
"passed","Fri Mar 03 13:59:17 GMT 2023","Fri Mar 03 13:59:21 GMT 2023","4125","","Полная оплата на 1-м устройстве, позиции в статусе 'Оплачиваются', и затем пустой стол у второго устройства","","tapper.tests.keeper_e2e._5_sockets._5_2_FullCheckEveryStatusTest","createAndFillOrder","1.1. Создание заказа в r_keeper и открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"broken","Fri Mar 03 13:32:26 GMT 2023","Fri Mar 03 13:33:00 GMT 2023","34279","","Официант верифицирован, без привязанной карты, полная оплата + СБ","","tapper.tests.keeper_e2e._6_waiter._6_0_VerifiedFullNoCardWithScTest","createAndFillOrder","1. Создание заказа в r_keeper и открытие стола, проверка что позиции на кассе совпадают с позициями в таппере",""
"broken","Fri Mar 03 17:52:45 GMT 2023","Fri Mar 03 17:52:45 GMT 2023","1","","Проверка вайфая","","tapper.tests.admin_personal_account.customization._15_1_wiFiTest","isWifiTabCorrect","1.3. Переходим на вайфай, проверяем формы",""
"broken","Fri Mar 03 17:35:26 GMT 2023","Fri Mar 03 17:35:26 GMT 2023","1","","Увеличение суммы скидки после частичной оплаты","","tapper.tests.keeper_e2e._8_discount._8_9_AddDiscountAfterPartPayTest","savePaymentDataForAcquiring","1.2. Сохраняем данные по оплате для проверки их корректности на эквайринге, и транзакции б2п",""
"failed","Fri Mar 03 13:33:31 GMT 2023","Fri Mar 03 13:33:32 GMT 2023","1029","","Добавление позиции, частичная оплата","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_3_AddAndPartTest","addOneMoreDishInOrder","1.3. Добавляем еще одно блюдо на кассе",""
"broken","Fri Mar 03 13:35:16 GMT 2023","Fri Mar 03 13:35:16 GMT 2023","4","","Добавление и удаление позиции после в одном заказе","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_7_AddAndRemoveFullTest","checkChangedSumAfterDeleting","1.6. Пытаемся снова оплатить и получаем ошибку изменения суммы",""
"broken","Fri Mar 03 13:34:55 GMT 2023","Fri Mar 03 13:34:55 GMT 2023","0","","Удаление позиции после частичной оплаты","","tapper.tests.keeper_e2e._4_addAndRemoveDishPositions._0_4_6_RemoveAfterPartAndPartTest","","Удаление позиции после частичной оплаты",""
"broken","Fri Mar 03 18:58:28 GMT 2023","Fri Mar 03 18:58:28 GMT 2023","0","","Удаление позиций после применения скидки","","tapper.tests.keeper_e2e._8_discount._9_4_RemoveDishAfterDiscountTest","","Удаление позиций после применения скидки",""
"broken","Fri Mar 03 13:35:06 GMT 2023","Fri Mar 03 13:35:22 GMT 2023","16345","","Проверка всех вариаций рейтинга","","tapper.tests.keeper_e2e._0_common._0_6_ReviewTest","createAndPay","1.6. Сохраняем данные",""
"broken","Fri Mar 03 17:14:04 GMT 2023","Fri Mar 03 17:34:05 GMT 2023","1200141","","Удаление скидки после частичной оплаты","","tapper.tests.keeper_e2e._8_discount._8_8_RemoveDiscountAfterPartPayTest","matchTgMsgDataAndTapperData","1.5. Проверка сообщения в телеграмме",""
"broken","Fri Mar 03 17:13:43 GMT 2023","Fri Mar 03 17:13:43 GMT 2023","0","","Увеличение скидки (Целой)","","tapper.tests.keeper_e2e._8_discount._8_7_IncreaseDecimalDiscountTest","","Увеличение скидки (Целой)",""
"passed","Fri Mar 03 13:36:07 GMT 2023","Fri Mar 03 13:36:20 GMT 2023","12958","","Открытие стола у двух гостей, второй гость выбирает и отменяет позиции у первого не должно быть заблокировано для оплаты","","tapper.tests.keeper_e2e._5_sockets._4_9_ChosenDishesAreAvailableInAnotherGuestAfterCancelingTest","closeOrder","6. Закрываем заказ, очищаем кассу",""
"passed","Fri Mar 03 15:29:22 GMT 2023","Fri Mar 03 15:29:26 GMT 2023","4154","","Частичная оплата с 1-го устройства и полная со 2-го устройства  без сервисного сбора","","tapper.tests.keeper_e2e._5_sockets._5_7_PartAndFullPayTwoGuestNoSCTest","checkDisabledDishes","1.4. Проверяем у второго гостя что блюда в статусе Оплачиваются, которые первый гость выбрал",""
"broken","Fri Mar 03 18:57:55 GMT 2023","Fri Mar 03 18:57:56 GMT 2023","1526","","Удаление позиций после применения скидки","","tapper.tests.keeper_e2e._8_discount._9_4_RemoveDishAfterDiscountTest","isDiscountCorrectOnTable","1.1. Проверяем скидку на столе",""
"broken","Fri Mar 03 17:51:52 GMT 2023","Fri Mar 03 17:51:52 GMT 2023","2","","Авторизация администратора,проверка всех статусов приглашения официанта","","tapper.tests.admin_personal_account.waiters._9_0_TotalTest","goToAuthTapperPage","1.7. Переход на авторизацию из письма в приглашении с присланными данными и авторизация",""
"broken","Fri Mar 03 17:53:30 GMT 2023","Fri Mar 03 17:53:30 GMT 2023","0","","Заглушаем только один ресторан, но через поиск, и проверяем все вариации заглушки","","tapper.tests.support_personal_account.lock._20_0_CertainRestaurantBySearchTest","","Заглушаем только один ресторан, но через поиск, и проверяем все вариации заглушки",""
"passed","Fri Mar 03 16:59:18 GMT 2023","Fri Mar 03 16:59:22 GMT 2023","3428","","Частичная оплата с 1-го устройства и полная со 2-го устройства с сервисным сбором","","tapper.tests.keeper_e2e._5_sockets._5_8_PartAndFullPayTwoGuestSCTest","savePaymentData2Guest","2.0. Сохраняем платежные данные второго гостя",""
"failed","Fri Mar 03 16:14:28 GMT 2023","Fri Mar 03 16:14:36 GMT 2023","7309","","Частичная оплата с 1-го устройства с комиссией со 2-го без комиссии","","tapper.tests.keeper_e2e._5_sockets._6_1_PartNoScAndFullScPayTwoGuestTest","switchTo2GuestAndCheckPaidDishes","2.4. Проверяем у первого гостя что у него пустой стол",""
"broken","Fri Mar 03 13:36:18 GMT 2023","Fri Mar 03 13:36:18 GMT 2023","0","","Оплата по кнопке 'Оплатить' - +чай -сбор","","tapper.tests.keeper_e2e._1_fullPayment._1_2_TipsNoScTest","","Оплата по кнопке 'Оплатить' - +чай -сбор",""
"broken","Fri Mar 03 15:03:03 GMT 2023","Fri Mar 03 15:03:05 GMT 2023","1516","","Частичная оплата со скидкой","","tapper.tests.keeper_e2e._7_modificator._8_0_PartPayDiscountTest","checkSumTipsSC","2. Проверка суммы, чаевых, сервисного сбора. Устанавливаем сервисный сбор",""
"broken","Fri Mar 03 17:52:17 GMT 2023","Fri Mar 03 17:52:17 GMT 2023","3","","Проверка профиля, редактирование полей, смена пароля","","tapper.tests.admin_personal_account.profile._13_0_TotalTest","isPrivateDateChangedCorrect","1.3. Проверяем редактирование названия заведения, имя, телефон",""
"broken","Fri Mar 03 13:33:57 GMT 2023","Fri Mar 03 13:33:57 GMT 2023","4","","tapper - проверка сообщений вызова официанта при пустом столе и в заказе","","tapper.tests.keeper_e2e._0_common._0_4_CheckCallWaiterTgMsgTest","matchTgMsgDataAndTapperData","4. Проверка что сообщение корректное",""
"broken","Fri Mar 03 13:35:39 GMT 2023","Fri Mar 03 13:35:39 GMT 2023","265","","Проверка логики установки дефолтных чаевых от суммы заказа с двумя гостями","","tapper.tests.keeper_e2e._3_tips._0_6_TipsLogicBySumWith2GuestsTest","openTableBySecondGuest","1.6. Делимся счётом со 2 юзером",""
